name,authors
逢青,这碗粥
初吻仲夏殿,艾可乐
鎮魂 下,"priest,張壯壯"
旋风白羊座管家,艾可乐
弱角友崎同學(05),屋久悠樹
遇见你之前,[英] 乔乔·莫伊斯（Jojo Moyes）
迷宫森林,[美] 梅利莎·阿尔伯特
小家，越住越大2,逯薇
回眸一笑,东奔西顾
陆遥知他意,竹己
基督山伯爵,[法]大仲马
古龙小说原貌探究,程维钧
西出玉門（全四冊）,尾魚
拍电影时我在想的事,[日]是枝裕和
深度思考,[美]莫琳·希凯
没有英雄的叙事诗,[俄]安娜·阿赫玛托娃
,
蔡澜说人生：世间事 贵痛快,蔡澜
只有我知道,[日] 住野夜
变化的位面,[美] 厄休拉·勒古恩
猴子·罗汉池,袁哲生
我杀了他,[日]东野圭吾
桑贝在纽约,"[法]让-雅克·桑贝,[法]马克·勒卡尔庞蒂"
解藥,"巫哲,秘密報社"
鲁迅小说里的人物,"周作人,周作人自编文集"
相思门,菖蒲
梁实秋散文,"梁实秋,世纪文存"
你好，忧愁,"[法]
            弗朗索瓦兹·萨冈,99读书人,99畅销文库"
神奇树屋,玛丽·波·奥斯本
鲁迅杂文全编,鲁迅
治学与从业,张之南
极乐飨宴,西村しゅうこ
鲁迅杂考,张杰
我這一代香港人,陈冠中
超级漫画素描技法-基础篇,"[日]
            林晃,中青雄狮,超级漫画素描技法"
空山疯语,"孔庆东,孔庆东文集"
碧甃沉,"匪我思存,匪我思存作品"
魔幻酒杯(01),永井豪
魔幻酒杯(02),永井豪
这也是生活,鲁迅
朝花夕拾野草,
超完美飓风男友,米米拉
夏洛的网,"[美]
            E·B·怀特,
            任溶溶,译文经典（平装本）"
菊与刀,"[美]
            鲁思·本尼迪克特,日本丛书"
,
丑陋的中国人,柏杨
流金岁月,"[加拿大]
            亦舒,亦舒作品系列"
幻城,郭敬明
又寂寞又美好,"幾米,幾米作品精选集"
娱乐至死,"[美]
            尼尔·波兹曼,理想国,理想国 人文精选"
雪山飞狐,金庸
唐诗鉴赏辞典,"萧涤非,等"
月亮忘记了,幾米
微笑的鱼,"幾米,幾米作品精选集"
照相本子,"幾米,幾米作品"
达·芬奇密码,"[美]
            丹·布朗"
射雕英雄传（全四册）,金庸
萧十一郎,"古龙,古龙作品集"
武林外史（上下）,"古龙,古龙作品集"
楚留香传奇,"古龙,古龙作品集"
魍魉之匣（下）,"京极夏彦,世纪文景,京极夏彦作品"
異獸魔都(03),林田球
姑获鸟之夏,"京极夏彦,世纪文景,京极夏彦作品"
创业史,柳青
異獸魔都(11),林田球
悪意,東野圭吾
没有神的所在,侯文咏
我的英雄學院 10,"堀越耕平,我的英雄學院"
挪威的森林,"[日]
            村上春树,
            林少华"
大淖记事,"汪曾祺,汪曾祺代表作系列"
废都,"贾平凹,贾平凹三部"
儿童文学的乐趣,"(加)佩里·诺德曼,(加)梅维丝·雷默"
岛,"[英]
            维多利亚·希斯洛普,新经典文化,新经典文库：维多利亚·希斯洛普作品"
秘密,東野 圭吾
诗经,
爱的教育,（意）亚米契斯
月亮和六便士,[英] 毛姆
星星和蒲公英,"[日]
            金子美铃,
                [日]
            金子美铃,
            吴菲,日本儿童文学大师系列"
雨季不再来,"三毛,青马文化,三毛全集（2011版）"
11处特工皇妃,潇湘冬儿
梦里花落知多少,"三毛,青马文化,三毛全集（2011版）"
温柔的夜,"三毛,青马文化,三毛全集（2011版）"
维特根斯坦传,"[英]
            瑞·蒙克,启真馆,
            王宇光,启真·思想家"
千秋,落落
十年一品温如言,书海沧生
我的粉色系玩具,わたなべあじあ
史蒂夫·乔布斯传,"[美]
            沃尔特·艾萨克森"
稻草人手记,三毛
万水千山走遍,"三毛,青马文化,三毛全集（2011版）"
撒哈拉的故事,"三毛,青马文化,三毛全集（2011版）"
,
凤囚凰,天衣有风
绾青丝,波波
陰獣たちの贄,西野花
下一站台北,"郭敬明,落落,安东尼,痕痕,李枫"
射雕英雄传（全4册）,金庸
微笑的鱼,幾米
一開始就從裡面…,みちのくアタミ
蓉岛之春,亦舒
暴愛友情♥,ずんだ餅粉
有话说,崔永元
"你来人间一趟,你要看看太阳",海子
做一个特立独行的女子：三毛传,张庆龙
欢乐英雄(全二册）,古龙
水母不会冻结,（日）市川忧人
狂想人生,"[英] 马克·布莱克,Mark Blake"
剑桥倚天屠龙史,新垣平
美玉生烟,叶嘉莹
今日简史,[以] 尤瓦尔·赫拉利
花近江國,孔恰
天官賜福 二,墨香銅臭
萧十一郎（全三册）,古龙
马尔多罗之歌,[法] 洛特雷阿蒙
一个人生活,(日) 谷川俊太郎
易经,张爱玲
天才在左 疯子在右（完整版）,"高铭,磨铁·铁葫芦"
吾家小史,"余秋雨,文化苦旅全书"
余秋雨散文,余秋雨
存在主义心理治疗,(美) 亚隆
身体从未忘记,Bessel van der Kolk M.D. (范德考克)
1962-1991 私人文学史,[法] 玛格丽特·杜拉斯
文化苦旅,余秋雨
总统是靠不住的,"林达,林达作品系列"
,
希腊左巴,（希腊）尼科斯·卡赞扎基
心理学,"[美]
            戴维·迈尔斯,新曲线·心理学丛书"
刻意练习,"[美] 安德斯·艾利克森（Anders Ericsson）,罗伯特·普尔（Robert Pool）"
革命时期的爱情,"王小波,新经典文化,新经典：王小波作品"
异见时刻,［美］伊琳·卡蒙（Irin Carmon）莎娜·卡尼兹尼克（Shana Knizhnik）
奇特的一生,"[俄]
            格拉宁,星座传记丛书"
荒废集,"陈丹青,理想国,理想国·陈丹青作品"
巴黎美人,【法】珍妮·达玛斯（Jeanne Damas） 【法】劳伦·巴斯蒂德（Laruen Bastide）
青春酷语（第四辑）,珠雅
The Magician's Nephew,C.S. Lewis
樱花厉魂,"Tinadannis,《冤鬼路》四部曲"
,
Good Omens,"Neil Gaiman,Terry Pratchett"
JOJO的奇妙冒險STONEOCEAN(01),荒木飛呂彥
山月不知心底事,辛夷坞
偷拳,"白羽,宫白羽武侠小说全集"
琴帝,唐家三少
銃夢01,"[日]
            木城幸人,銃夢"
魔法禁書目錄 1,鎌池和馬
追随她的旅程,路内
世界第一的初恋,中村春菊
烙印戰士 25,"[日]
            三浦建太郎,烙印戰士"
认得几个字,张大春
,
烙印戰士 4,三浦健太郎
烙印战士 5,三浦健太郎
历史深处的忧虑,"林达,林达作品系列"
此间的少年,江南
向左走·向右走,幾米
一千零一夜,
我的精神家园,王小波
哭泣的骆驼,"三毛,华文天下,三毛全集（华文天下2003版）"
父与子全集,[德] 埃·奥·卜劳恩 绘
她比烟花寂寞,"[加拿大]
            亦舒,亦舒作品系列"
三重门,韩寒
万水千山走遍,"三毛,华文天下,三毛全集（华文天下2003版）"
理想国,"柏拉图,汉译世界学术名著丛书·哲学"
听幾米唱歌,幾米
遗失了一只猫,"幾米,幾米作品"
格林童话全集,[德国]格林兄弟
护花铃,沧月
夏洛的网,"[美]
            E·B·怀特,
            任溶溶,译文经典（平装本）"
菊与刀,"[美]
            鲁思·本尼迪克特,日本丛书"
,
All You Need Is Kill,樱坂洋
笔冢随录Ⅱ·万事皆波澜,"马伯庸,笔冢随录"
性别麻烦,"[美]
            朱迪斯·巴特勒,性与性别学术译丛"
非暴力沟通,"[美]
            马歇尔·卢森堡"
色彩的秘密生活,[英] 卡西亚·圣克莱尔
新世界,"[德]
            艾克哈特·托尔,
                [德]
            埃克哈特·托利,
            张德芬"
緋彈的亞莉亞 01,"赤松中学,こぶいち"
魔法禁書目錄10,鎌池和馬
對某飛行員的追憶,"犬村小六,森沢晴行"
Fate/Zero Vol.2 [王者们的狂宴],"[日]
            虚渊玄,Fate/Zero"
魔法禁書目錄09,鎌池和馬
拆掉思维里的墙,"古典,新精英丛书"
凉宫春日的忧郁,"[日]
            谷川流,凉宫春日系列"
母爱的羁绊,卡瑞尔·麦克布莱德(Karyl McBride)
自我与本我,"[奥地利]
            西格蒙德·弗洛伊德,译文经典（精装本）"
不知恥的紫煙,"上遠野浩平,荒木飛呂彥"
NO GAME NO LIFE 遊戲人生 02,榎宮祐
第一辩手5·星河的泪痕,双子星罗
面包树出走了,"张小娴,张小娴作品集"
,
哈利·波特的哲学世界,"[美] 大卫·巴格特,肖恩·克莱因  编"
戏剧理论史稿,余秋雨
为什么学生不喜欢上学?,(美) 威廉厄姆 (Willingham.D.T.) . 著
黄金时代,王小波
耶稣传,(法) 欧内斯特·勒南
萨瓦纳湾,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
张爱玲全集1：长篇小说·半生缘,张爱玲
情人 乌发碧眼,"[法]
            玛格丽特·杜拉斯,现当代世界文学丛书"
离别曲,张小娴
寻觅中华,余秋雨
文明之旅,余秋雨
一只特立独行的猪,"王小波,王小波精品集"
观众心理美学,余秋雨
谢谢你离开我,张小娴
重访边城,"张爱玲  ,青马文化,张爱玲全集（2012-2015版）"
千年一叹,"余秋雨,文化苦旅全书"
爱心树,谢尔・希尔弗斯坦
热爱生命,[美] 杰克·伦敦
红高粱家族,莫言
我要做好孩子,黄蓓佳
长恨歌,王安忆
纯真年代,"[美]
            伊迪丝·华顿,译林世界文学名著·现当代系列"
嘉莉妹妹,"[美]
            西奥多·德莱塞,
            裘柱常,世界文学名著普及本（全译本）"
小房子,"[美]
            维吉尼亚·李·伯顿,爱心树童书"
他山的石头记,宇文所安
十日谈,"[意]
            卜伽丘"
笑林广记,"游戏主人 纂辑,粲然居士 参订,傳财 校点"
白痴,[俄] 陀思妥耶夫斯基
三言二拍,"冯梦龙,家庭书架·传世经典读库"
乞力马扎罗的雪,"[美]
            欧内斯特·海明威,名家中短篇小说选"
基督山伯爵（上下册）,大仲马
野性的呼唤,"[美]
            杰克·伦敦,
            刘荣跃,名家中短篇小说选"
漂亮朋友,"[法]
            居伊·德·莫泊桑,世界文学名著典藏"
论语,"张燕婴,中华经典藏书"
中国文脉,余秋雨
台湾论学,余秋雨
千年一叹,余秋雨
林林岁岁花相似,晏生
古墓之谜,[英] 阿加莎·克里斯蒂
云中命案,"[英]
            阿加莎·克里斯蒂,午夜文库·大师系列：阿加莎·克里斯蒂作品"
人性记录,[英] 阿加莎·克里斯蒂
藏书室女尸之谜,[英] 阿加莎·克里斯蒂
精灵宝钻,（英）托尔金
沉默的证人,[英] 阿加莎·克里斯蒂
谋杀启事,[英] 阿加莎·克里斯蒂
旧山河,"刀尔登,思享家"
昆仑3,"凤歌,昆仑"
华盖集续编,"鲁迅,鲁迅作品单行本（人文社2006版）"
职业替身（中）,"水千丞,职业替身"
正说鲁迅,孔庆东
朝花夕拾•呐喊,鲁迅
两地书,"鲁迅,鲁迅作品集"
殖民無間道,羅永生
朝花夕拾,鲁迅
书剑恩仇录,金庸
承欢记,"[加拿大]
            亦舒,亦舒作品集"
天涯·明月·刀,"古龙,古龙作品集"
忽爾今夏,"[加拿大]
            亦舒,亦舒作品集"
倚天屠龙记,金庸
曼珠沙华,沧月
人生若只如初见,"安意如,华文天下,弘文人文馆·漫漫古典情系列"
肖申克的救赎,"[美]
            斯蒂芬·金,99读书人,斯蒂芬·金作品：人文版"
七夜雪,沧月
千秋一寸心,"周汝昌  ,中华版周汝昌集"
如果墙会说话,"[加拿大]
            亦舒,亦舒新经典"
明朝那些事儿（壹）,"当年明月,明朝那些事儿"
鬼吹灯之精绝古城,天下霸唱
阿狸·梦之城堡,Hans
苏东坡传,"林语堂,博集天卷,林语堂文集"
射雕英雄传,金庸
血海飘香,"古龙,楚留香传奇"
今夜不,"[加拿大]
            亦舒,亦舒作品集"
爱丽斯奇境历险记,"[英]
            刘易斯·卡罗尔,
            吴钧陶,译文名著文库"
三少爷的剑（上下）,古龙
兰陵缭乱,"Vivibear,兰陵缭乱"
又寂寞又美好,"幾米,99读书人,幾米作品集"
世故三味,鲁迅
失魂引,"古龙,古龙作品集"
失樂園Ⅴ,"幾米,幾米作品"
我生活的种种模式,赫尔伯特.A.西蒙(美)
送你一匹馬,"三毛,三毛全集"
鬼吹灯之昆仑神宫,天下霸唱
泡沫之夏Ⅱ,"明晓溪,泡沫之夏"
穿越之天雷一部（全二册）,蜀客
销魂殿,十四郎
书剑恩仇录（上下）,"金庸,金庸作品集（新修版·珍藏本）"
李煜词集,"[南唐]李煜,王兆鹏 导读"
雪山飞狐,"金庸,金庸作品集（新修版·珍藏本）"
初吻仲夏殿,艾可乐
鎮魂 下,"priest,張壯壯"
旋风白羊座管家,艾可乐
弱角友崎同學(05),屋久悠樹
遇见你之前,[英] 乔乔·莫伊斯（Jojo Moyes）
附加遗产-下,水千丞
绝顶,肖新宇 绘著
梦维拉,"〔委〕胡安·泰巴尔,〔委〕拉蒙·巴利斯"
武侠小说史话,梁守中
The Star Around the Sun Vol.2,金刚圈
乱花渐欲迷人眼,陈小台
我的英雄學院 22,堀越耕平
麦哲伦航海纪,斯蒂芬・茨威格
麦哲伦传,"[奥地利]
            斯蒂芬·茨威格"
家庭、私有制和国家的起源,"[德]
            弗里德里希·恩格斯,马克思列宁主义文库"
组织社会学十讲,周雪光
Brief einer Unbekannten,Stefan Zweig
忧郁的热带,"[法]
            克洛德·列维-斯特劳斯,学术前沿"
艾特熊和赛娜鼠（第一辑）,[美] 嘉贝丽•文生
比海更深,"[日]
            是枝裕和,文治图书,是枝裕和人间三部曲"
刺殺騎士團長,村上春樹
虚无的十字架,[日] 东野圭吾
毒笑小说,[日] 东野圭吾
だってまおうさまは彼が嫌い,山田2丁目
名侦探的咒缚,[日]东野圭吾
歪笑小说,[日]东野圭吾
空中杀人现场,[日]东野圭吾
老人的战争,[美]约翰·斯卡尔齐
没有凶手的暗夜,"[日]
            东野圭吾,东野圭吾作品"
貓頭鷹在黃昏飛翔,"川上未映子,村上春樹"
强风吹拂,[日] 三浦紫苑
科学？,[日]东野圭吾
记忆偏离,吴楚
名家大手笔,商务印书馆（香港）编辑出版部
草莓、极光与火焰,[日] 西加奈子
散散的完满,"[日]山村暮鸟/著,小满/绘"
一个女人一生中的二十四小时,"[奥地利]
            斯蒂芬·茨威格,
            张玉书,斯台芬·茨威格作品精装单行本"
倾城之恋,张爱玲
埃米莉·L,"[法]
            玛格丽特·杜拉斯,
            王道乾,玛格丽特·杜拉斯作品系列"
小团圆,"张爱玲  ,青马文化,张爱玲全集（2012-2015版）"
中国文脉,"余秋雨,余秋雨书系"
红颜露水,"张小娴,青马文化"
我的爱如此麻辣,"张小娴,青马文化"
面包树上的女人,张小娴
想念,"张小娴,张小娴散文精选集"
流言,"张爱玲  ,青马文化,张爱玲全集（2012-2015版）"
自控力,"[美]
            凯利·麦格尼格尔,
                [美]
            凯利·麦格尼格尔,磨铁图书"
卡车,"[法]
            玛格丽特·杜拉斯,玛格丽特·杜拉斯作品系列"
英国情妇,"[法]
            玛格丽特·杜拉斯,
            徐和瑾,玛格丽特·杜拉斯作品系列"
哈姆莱特,"[英]
            威廉·莎士比亚,
            朱生豪,大学生必读"
水浒传（全二册）,"罗贯中,
            施耐庵,中国古典文学读本丛书"
一个陌生女人的来信,[奥] 斯台芬·茨威格
,
一个陌生女人的来信,斯蒂芬·茨威格
我的青春恋爱喜剧果然有问题 08,"[日] 渡航 著,[日] ponkan⑧ 绘"
与魔鬼博斗,"[奥地利]
            斯蒂芬·茨威格"
阪急电车,"[日]
            有川浩,99读书人"
我的青春恋爱喜剧果然有问题 09,"[日] 渡航 著,[日] ponkan⑧ 绘"
替身S,"[日]
            绫辻行人,99读书人,替身"
Fate/Apocrypha vol.1,東出祐一郎
精神分析诊断（万千心理）,"（美）麦克威廉斯（McWilliams, N.）"
时光倒流的童话,杨千紫
性学三论,"[奥地利]
            西格蒙德·弗洛伊德,果麦文化"
香港重庆大厦,[美] 麦高登（Gordon Mathews ）
社会心理学（第11版，平装版）,戴维·迈尔斯 (David G.Myers)
青春豬頭少年不會夢到嬌憐看家妹,"鴨志田一,溝口ケージ"
寶貝，早安,河野裕
三大师,"[奥地利]
            斯蒂芬·茨威格,校注
                    高中甫,重开经典之门海外版"
成功心理学,[美] 丹尼斯‧韦特利
重启咲良田,河野裕
人类的群星闪耀时,[奥地利] 斯蒂芬·茨威格
昨日世界,(奥) 斯·茨威格
通向往昔之旅,[奥]斯蒂芬·茨威格
ようこそ実力至上主義の教室へ8,衣笠彰梧
阿巴恩，萨巴娜，大卫,"[法]
            玛格丽特·杜拉斯,杜拉斯百年诞辰作品系列"
长夜里拥抱,"张小娴,新经典文化"
鹿特丹的伊拉斯谟,"[奥地利]
            斯蒂芬·茨威格,茨威格人物传记"
小王子,"[法]
            安东尼·德·圣-埃克苏佩里,
            张小娴"
这才是心理学（第9版）,基思·斯坦诺维奇 (Keith E.Stanovich)
与社会学同游,[美] 彼得·L.伯格
孤独是生命的礼物,"陈忠实,
            余秋雨"
我们仨,杨绛
雪地里的单车,"张小娴,“爱的颜色”三部曲"
六月新娘,张爱玲
やがて君になる 佐伯沙弥香について,"入間人間（著者）,仲谷鳰（イラスト）"
一个陌生女人的来信,[奥地利] 斯蒂芬·茨威格
人类群星闪耀时,[奥]斯蒂芬·茨威格
我的阴阳两界,王小波
黑铁时代,王小波
巴西：未来之国,"[奥地利] 斯蒂芬·茨威格,Stefan Zweig"
小妇人,"（美）奥尔科特,王之光/译"
地狱变,"[日]
            芥川龙之介,
            楼适夷,
            文洁若,世界小说名家名篇名译·大众丛书"
上尉的女儿,"[俄]
            亚历山大·普希金,
            冯春,名家中短篇小说选"
曼斯菲尔德庄园,"[英]
            简·奥斯汀"
玩偶之家,"[挪威]
            亨里克·易卜生"
小灵通漫游未来,"叶永烈 著,杜建国 插图"
舞 ! 舞 ! 舞 !,"[日]
            村上春树,
            林少华,村上春树精品集"
钢铁是怎样炼成的,奥斯特洛夫斯基
点与线,[日]松本清张
红与黑,"[法]
            司汤达,译文名著文库"
班长下台,"桂文亚,红蜻蜓少年随笔丛书"
金色的狮子,(日)香山彬子
What I Talk About When I Talk About Running,"[日]
            村上春树"
红楼梦,"曹雪芹,高鹗"
挪威的森林,"[日]
            村上春树,
            林少华"
金瓶梅,兰陵笑笑生
第一口啤酒,(法)菲利普·德莱姆
雨天炎天,"[日]
            村上春树,
            林少华"
谈心,"三毛,华文天下,三毛全集（华文天下2003版）"
河边的错误,"余华,跨世纪文丛"
蛤蟆的油,"[日]
            黑泽明,新经典文化,新经典文库·人生精选"
许三观卖血记,"余华,中国当代名家长篇小说代表作"
秘密花园,(美国)F.H.伯内特
,
帝王业（上下）,寐语者
亲爱的三毛,"三毛,华文天下,三毛全集（华文天下2003版）"
滚滚红尘,"三毛,华文天下,三毛全集（华文天下2003版）"
背影,"三毛,三毛散文全编"
孤独者,鲁迅
男生贾里全传,秦文君
侠客行（全二册）,"金庸,金庸作品集（新修版·平装）"
顾准文集,顾准
守夜人,"[俄]
            谢尔盖·卢基扬年科,99读书人,守夜人系列"
飲食與愛情,傑克·顧迪（Jack Goody）
朝花夕拾,鲁迅
今朝风日好,董桥
舒克和贝塔历险记,"郑渊洁,郑渊洁童话"
镜·龙战（下）,"沧月,镜"
甜酸,饶雪漫
火并萧十一郎,"古龙,古龙作品集"
向左走·向右走,"幾米,幾米作品（格林文化）"
滚雪球,"[美]
            艾丽斯·施罗德"
淡江记,"朱天文,山东画报朱天文作品"
且介亭杂文,鲁迅
宋词三百首,"武玉成,校注
                    顾丛龙,名家诵读"
魔法禁書目錄外傳：科學超電磁砲（1）,"鎌池和馬  原作,冬川基  漫畫"
三毛流浪记全集,
随想,三毛
长安乱,韩寒
天子谋,"青垚,彩虹堂·前世今生系列"
鲁迅散文诗歌全集,"鲁迅,天下智慧文化,鲁迅作品系列"
梦溪笔谈,"沈括,校注
                    张富祥,中华经典藏书"
冰与火之歌·卷四·群鸦的盛宴（全两册）,"[美]
            乔治·R·R·马丁,独角兽书系"
,
STEEL BALL RUN飆馬野郎(03),荒木飛呂彥
十七岁不哭,李芳芳
鲁迅、创造社与日本文学,伊藤虎丸
无往而不胜的童话,明晓溪
我为球狂,孙昌建
伊拉龙,（美）克里斯托弗・鲍里尼
长老,（美）克里斯托弗・鲍里尼
龙与地下城怪物图鉴,monster manual d&d design team
"The Lion, the Witch and the Wardrobe",C. S. Lewis
温莎墓园日记,"木心,理想国,木心作品八种"
鲁迅杂文,来凤仪 选编
鲁迅早期五篇论文注释,王士菁
集外集,"鲁迅,鲁迅作品集"
黄琉璃,曹文轩
绿皮火车,"周云蓬,铁葫芦·文艺馆"
伤逝,鲁迅
竹光侍 1,"松本大洋,永福一成 (作)"
偷偷爱着你,中条比纱也
笔冢随录Ⅱ·万事皆波澜,"马伯庸,笔冢随录"
性别麻烦,"[美]
            朱迪斯·巴特勒,性与性别学术译丛"
非暴力沟通,"[美]
            马歇尔·卢森堡"
色彩的秘密生活,[英] 卡西亚·圣克莱尔
新世界,"[德]
            艾克哈特·托尔,
                [德]
            埃克哈特·托利,
            张德芬"
緋彈的亞莉亞 01,"赤松中学,こぶいち"
魔法禁書目錄10,鎌池和馬
對某飛行員的追憶,"犬村小六,森沢晴行"
Fate/Zero Vol.2 [王者们的狂宴],"[日]
            虚渊玄,Fate/Zero"
魔法禁書目錄09,鎌池和馬
拆掉思维里的墙,"古典,新精英丛书"
凉宫春日的忧郁,"[日]
            谷川流,凉宫春日系列"
母爱的羁绊,卡瑞尔·麦克布莱德(Karyl McBride)
自我与本我,"[奥地利]
            西格蒙德·弗洛伊德,译文经典（精装本）"
不知恥的紫煙,"上遠野浩平,荒木飛呂彥"
NO GAME NO LIFE 遊戲人生 02,榎宮祐
第一辩手5·星河的泪痕,双子星罗
麻风,梁其姿
显微镜下的大明,马伯庸
孕男~我在男校懷孕了 1,真澄弥
四时之诗：蒙曼品最美唐诗,蒙曼
暗格里的秘密,耳东兔子
成为,[美] 米歇尔·奥巴马
轻狂,巫哲
十二年故人戏,墨宝非宝
破云,淮上
有呀有呀书店,[日]吉竹伸介
撒野 2,巫哲
镖人,许先哲
伪装学渣,木瓜黄
死屋,[英]丹尼尔·比尔
失败者的春秋,刘勃
喜鹊谋杀案,"[英] 安东尼·霍洛维茨,Anthony Horowitz"
地球上最孤单的动物,"[英] 米莉·玛洛塔,Millie Marotta"
飞鸟集,泰戈尔
半小时漫画世界史,陈磊（笔名：二混子）
旧日的静定,张怡微
哈利·波特的魔法世界,[美] 戴维·科尔伯特
Harry Potter and the Half-Blood Prince,"[英]
            J·K·罗琳"
Harry Potter and the Philosopher's Stone,"[英]
            J·K·罗琳,Harry Potter UK Adult Edition"
火盃的考驗,"[英]
            J·K·罗琳,哈利波特"
Harry Potter and the Philosopher's Stone,"[英]
            J·K·罗琳"
Harry Potter Page to Screen,Bob McCabe
神奇的魁地奇球,"[美]
            肯尼沃思·惠斯普,
                [英]
            J·K·罗琳"
文化苦旅,余秋雨
岛・陆眼（Vol.02),"郭敬明,岛"
永不安宁的心,"[奥地利]
            斯蒂芬·茨威格,
            张玉书,华艺版茨威格文集"
Fantastic Beasts and Where to Find Them,"[英]
            J·K·罗琳"
怪獸與牠們的產地,"[英]
            J·K·罗琳"
Harry Potter and the Prisoner of Azkaban（哈里波特与阿兹卡班的囚徒）,"[英]
            J·K·罗琳"
Harry Potter Film Wizardry,Brian Sibley
贴身感觉,"张小娴,张小娴作品集"
哈里波特套装1-6 Harry Potter Boxed Set,"[英]
            J·K·罗琳"
思念里的流浪狗,张小娴
小规模荡气回肠,"黄集伟,黄集伟词语笔记"
堕落天使,"纪媛媛,99读书人"
鲁迅全集,鲁迅
逆蝶,叶冰伦
卡吉卡,"[日]
            鸟山明"
,
,
马夫（下）,易人北
独占欲,日向せいりょう
帝国（上）,（美）克里斯托弗·鲍里尼
碧血剑,"金庸,金庸作品集（新修版·珍藏本）"
寻秦记,"黄易,黄易精品"
狼親狽友之藏蛇臥鼠,"恩顧,一幽"
鲁迅回忆录,"许广平 著,周海婴 主编"
十五年等待候鸟,盈风
第一辩手1·王牌庭辩队,双子星罗
“人”与“兽”的纠葛,靳新来
b-Boy HONEY (1)~乳首特集,"大和名瀬,池 玲文,環 レン,千歳ぴよこ,日向せいりょう,笹村 剛,かゆまみむ,和泉棒子,陸奥,小嶋ララ子"
甜与权力,"[美]
            西敏司,汉译人类学名著丛书"
批判性思维,"（美）理查德·保罗,（美）琳达·埃尔德"
高效能人士的七个习惯,史蒂芬·柯维
Sternstunden Der Menschheit,S. Zweig
认知神经科学,"Michael S. Gazzaniga,Richard B. Ivry,George R. Mangun"
仰望半月的夜空 02,"[日] 桥本纺 著,[日] 山本启治 绘"
坎特伯雷故事,"[英]
            杰弗里·乔叟,
            张爱玲"
仰望半月的夜空 04,"[日] 桥本纺 著,[日] 山本启治 绘"
一个女人一生中的二十四小时,"[奥地利]
            斯蒂芬·茨威格,99读书人,企鹅经典（精装版）"
意志力,"[美] 罗伊·鲍迈斯特,[美] 约翰·蒂尔尼"
吾命骑士1,御我
少女不十分,西尾 維新
K SIDE:RED,"来楽 零(GoRA) (著), 鈴木 信吾(GoHands) (著)"
科学革命的结构,"[美]托马斯·库恩,[美]伊安·哈金 (导读)"
人類的群星閃耀時,Stefan Zweig
张爱玲,
恋する寄生虫,三秋 縋
呐喊·青少版,鲁迅
内向高敏者,【德】西尔维亚·洛肯
舆论,[美]沃尔特·李普曼
巨浪下的小学,[英]理查德·劳埃德·帕里
異国色恋浪漫譚,やまね あやの
人行道王国,"[美]米切尔·邓奈尔,[美]奥维·卡特"
六论自发性,[美] 詹姆斯·C. 斯科特
怕痛的我，把防禦力點滿就對了 （1）,"夕蜜柑,狐印"
事实,"[瑞典] 汉斯·罗斯林,[瑞典] 欧拉·罗斯林,[瑞典]  安娜·罗斯林·罗朗德"
心灵的焦灼,[奥]斯蒂芬·茨威格
春季限定草莓挞事件,[日] 米泽穗信
青春豬頭少年不會夢到紅書包女孩,"鴨志田一,溝口 ケージ（插畫）"
生命中不能承受之轻,"[捷克]
            米兰·昆德拉,作家参考丛书"
不能承受的生命之轻,"[捷克]
            米兰·昆德拉,米兰·昆德拉作品系列（2010版）"
生活在别处,"[捷克]
            米兰·昆德拉,
            袁筱一,米兰·昆德拉作品系列（2003版）"
慢,"[捷克]
            米兰·昆德拉,米兰·昆德拉作品系列（2003版）"
好笑的爱,米兰・昆德拉
不朽,米兰·昆德拉
笑忘录,"[捷克]
            米兰·昆德拉,米兰·昆德拉作品系列（2003版）"
零年：1945,[荷] 伊恩·布鲁玛
三生三世十里桃花,唐七
大先生,"李静,博集天卷,思享家"
胡金铨武侠电影作法,"胡金铨 述,[日]山田宏一,宇田川幸洋 著"
假如有人欺骗了我,戴建业
竹马钢琴师Ⅱ,"木子喵喵,竹马钢琴师"
雕刻时光,"[俄]
            安德烈·塔可夫斯基,新经典文化,电影人"
撒哈拉之心,陳玉慧
我讓最想被擁抱的男人給威脅了 (第2集),桜日梯子
过客匆匆,飘阿兮
穿越百年中东,郭建龙
莫负寒夏（上下）,丁墨
开封志怪（全三册）,尾鱼
十年一品温如言（修订珍藏版）,书海沧生
正午1,正午
ようこそ実力至上主義の教室へ 4,"衣笠彰梧,トモセシュンサク"
铁屋中的呐喊,李欧梵
归路,墨宝非宝
半小时漫画中国史2,陈磊（笔名：二混子）
建筑师,(美) 大卫·马祖凯利
藝術的法則,皮耶.布赫迪厄(Pierre Bourdieu)
巨人的陨落,[英] 肯·福莱特
有匪1,Priest
六神磊磊读唐诗,六神磊磊
当呼吸化为空气,[美] 保罗·卡拉尼什
Educated,Tara Westover
天官賜福 一,墨香銅臭
人渣反派自救系統 上,"墨香铜臭,人渣反派自救系統"
灯塔,"[法]
            克里斯多夫·夏布特,后浪,后浪漫"
讀書便佳,董橋
撒哈拉的故事,三毛
一只特立独行的猪,王小波
临高启明,吹牛者
承欢记,亦舒
古诗词课,叶嘉莹
默读,Priest
鲁迅在上海的居住与饮食,施晓燕
荔枝☆光俱樂部,古屋兔丸
